X,Y,jurisdiction,platformtype,platformid,sourcerecord,objectid,operator,platformname
-10157839.1567,3346460.1836,Federal,,1006,Bureau of Ocean Energy Management,1430,,B
-10200233.1552,3325809.4194,Federal,,1004,Bureau of Ocean Energy Management,1431,,B
-10229443.4477,3417267.8071,Federal,,1016,Bureau of Ocean Energy Management,1432,,CAIS. 216
-10061444.3877,3306331.335,Federal,,1013,Bureau of Ocean Energy Management,1433,,G
-10255680.9403,3279532.9596,Federal,,1027,Bureau of Ocean Energy Management,1434,,C
-10188752.5807,3314663.6017,Federal,,20590,Bureau of Ocean Energy Management,1435,,L
-10516110.8072,3169453.1853,Federal,,821,Bureau of Ocean Energy Management,1436,,A(NANSEN SPAR)
-10127692.5532,3328977.3215,Federal,,1045,Bureau of Ocean Energy Management,1437,,I
-9806368.8463,3456936.7638,Federal,,1054,Bureau of Ocean Energy Management,1438,,A
-10161568.4198,3387494.3147,Federal,,21170,Bureau of Ocean Energy Management,1439,,C-3(PRODUCTION)
-9898584.0161,3413602.1554,Federal,,1066,Bureau of Ocean Energy Management,1440,,B
-10228813.6872,3385756.3601,Federal,,1069,Bureau of Ocean Energy Management,1441,,I
-10217918.6559,3422123.3104,Federal,,1079,Bureau of Ocean Energy Management,1442,,CAIS.B
-10226326.1677,3416083.2925,Federal,,1074,Bureau of Ocean Energy Management,1443,,CAIS. 217
-9977146.4074,3398238.0556,Federal,,1073,Bureau of Ocean Energy Management,1444,,L
-10398144.724,3429068.056,Federal,,1091,Bureau of Ocean Energy Management,1445,,H
-10195900.9557,3313467.3543,Federal,,1094,Bureau of Ocean Energy Management,1446,,C
-10385642.7469,3439510.7012,Federal,,1095,Bureau of Ocean Energy Management,1447,,C
-10246654.3395,3440686.984,Federal,,1083,Bureau of Ocean Energy Management,1448,,A
-10508183.9961,3237695.1269,Federal,,1052,Bureau of Ocean Energy Management,1449,,D (CYRUS)
-9898750.781,3414679.0164,Federal,,1103,Bureau of Ocean Energy Management,1450,,C
-10533662.057,3167752.362,Federal,,822,Bureau of Ocean Energy Management,1451,,A-Boomvang Spar
-9802378.3527,3358633.9145,Federal,,876,Bureau of Ocean Energy Management,1452,,A(HORN MOUNTAIN
-10240558.1132,3427769.0146,Federal,,1186,Bureau of Ocean Energy Management,1453,,218
-10427017.5662,3459905.2362,Federal,,1153,Bureau of Ocean Energy Management,1454,,A
-10093590.4794,3260112.6582,Federal,,1076,Bureau of Ocean Energy Management,1455,,A
-10173656.303,3364657.1294,Federal,,1173,Bureau of Ocean Energy Management,1456,,A
-10358692.7603,3308047.33,Federal,,1174,Bureau of Ocean Energy Management,1457,,C
-10217570.9814,3421227.6189,Federal,,1178,Bureau of Ocean Energy Management,1458,,C
-9893752.1603,3417241.0431,Federal,,1204,Bureau of Ocean Energy Management,1459,,D
-9876100.413,3446524.615,Federal,,1194,Bureau of Ocean Energy Management,1460,,CAIS. 1
-10416072.8745,3458987.1956,Federal,,1252,Bureau of Ocean Energy Management,1461,,B
-10376760.7834,3453182.4173,Federal,,1259,Bureau of Ocean Energy Management,1462,,A
-10441181.3974,3406309.9157,Federal,,1263,Bureau of Ocean Energy Management,1463,,16
-10021545.5962,3361048.1617,Federal,,80050,Bureau of Ocean Energy Management,1464,,LOOP (PUMP)
-10248603.4386,3349591.6579,Federal,,1266,Bureau of Ocean Energy Management,1465,,B
-10240555.4747,3427796.792,Federal,,1186,Bureau of Ocean Energy Management,1466,,A
-10216902.1491,3420969.2907,Federal,,22771,Bureau of Ocean Energy Management,1467,,A-AUX
-10253038.9465,3274563.1619,Federal,,1261,Bureau of Ocean Energy Management,1468,,A
-9957918.8359,3298569.7777,Federal,,1090,Bureau of Ocean Energy Management,1469,,A-Medusa Spar
-10100804.3515,3260242.2782,Federal,,1279,Bureau of Ocean Energy Management,1470,,A
-10427656.879,3455429.0219,Federal,,1274,Bureau of Ocean Energy Management,1471,,I
-10125016.0452,3373432.8867,Federal,,1268,Bureau of Ocean Energy Management,1472,,Cais. 14
-10180620.6982,3374841.4802,Federal,,1300,Bureau of Ocean Energy Management,1473,,20
-10095402.3766,3356193.0434,Federal,,1281,Bureau of Ocean Energy Management,1474,,A
-10371674.7429,3453404.7873,Federal,,1296,Bureau of Ocean Energy Management,1475,,CAIS. 1
-10132937.0968,3357396.9482,Federal,,1318,Bureau of Ocean Energy Management,1476,,A
-10463938.6846,3392922.5344,Federal,,1287,Bureau of Ocean Energy Management,1477,,C
-9888027.9393,3342914.1418,Federal,,1088,Bureau of Ocean Energy Management,1478,,A(MATTERHORN SE
-9965518.6445,3393372.4585,Federal,,1305,Bureau of Ocean Energy Management,1479,,C
-10442759.8488,3406608.4116,Federal,,1337,Bureau of Ocean Energy Management,1480,,17
-10433910.0969,3463283.5484,Federal,,20620,Bureau of Ocean Energy Management,1481,,A-AUX
-10039854.8889,3373321.3067,Federal,,1332,Bureau of Ocean Energy Management,1482,,G
-9828263.471,3314839.3473,Federal,,1001,Bureau of Ocean Energy Management,1483,,A(NA KIKA FPDS)
-9838350.2804,3409694.1101,Federal,,1350,Bureau of Ocean Energy Management,1484,,A
-10260750.5688,3308512.8377,Federal,,1345,Bureau of Ocean Energy Management,1485,,A
-10240222.1257,3426969.7611,Federal,,1371,Bureau of Ocean Energy Management,1486,,219
-10096011.1118,3355948.7023,Federal,,1342,Bureau of Ocean Energy Management,1487,,B
-10044397.9546,3349638.8521,Federal,,1393,Bureau of Ocean Energy Management,1488,,Manifold
-10511088.7872,3405980.1968,Federal,,1401,Bureau of Ocean Energy Management,1489,,A-Valve
-10415829.8991,3460069.3819,Federal,,1398,Bureau of Ocean Energy Management,1490,,2
-10175018.5026,3345280.6878,Federal,,515,Bureau of Ocean Energy Management,1491,,FLRPILE-E
-10175046.2753,3345252.7378,Federal,,515,Bureau of Ocean Energy Management,1492,,FLRPILE-F
-10240555.7026,3427836.4995,Federal,,1186,Bureau of Ocean Energy Management,1493,,B (Header Pltf.
-10439242.3259,3409801.702,Federal,,1391,Bureau of Ocean Energy Management,1494,,18
-10248222.3293,3431892.6835,Federal,,21411,Bureau of Ocean Energy Management,1495,,A-Amine
-10549701.6805,3117896.9531,Federal,,90100,Bureau of Ocean Energy Management,1496,,SSMANIFO
-9879851.1562,3472801.8143,Federal,,1428,Bureau of Ocean Energy Management,1497,,D
-10397958.6505,3460266.4338,Federal,,1439,Bureau of Ocean Energy Management,1498,,2
-9878212.181,3275351.3026,Federal,,1175,Bureau of Ocean Energy Management,1499,,A(DEVILS TOWER
-10412652.4512,3161520.2104,Federal,,1288,Bureau of Ocean Energy Management,1500,,A-Gunnison Spar
-10258733.5639,3310693.2542,Federal,,1414,Bureau of Ocean Energy Management,1501,,A
-10183451.6087,3262641.6823,Federal,,1447,Bureau of Ocean Energy Management,1502,,A
-10038930.5694,3367708.4503,Federal,,1434,Bureau of Ocean Energy Management,1503,,A
-10121954.12,3353115.704,Federal,,1451,Bureau of Ocean Energy Management,1504,,Z
-10038950.9395,3168822.1015,Federal,,1323,Bureau of Ocean Energy Management,1505,,A(TLP MARCO POL
-10561515.36,3127832.2529,Federal,,90102,Bureau of Ocean Energy Management,1506,,SSMANIFOLD
-10549746.5201,3117918.6698,Federal,,90103,Bureau of Ocean Energy Management,1507,,PLEM 1
-10544728.3414,3127143.2058,Federal,,90104,Bureau of Ocean Energy Management,1508,,SSMANIFO
-10312934.2655,3237302.1143,Federal,,90105,Bureau of Ocean Energy Management,1509,,SSMANIFO
-10245005.0656,3222888.1833,Federal,,90108,Bureau of Ocean Energy Management,1510,,SSMANIFO
-10292616.6714,3170693.5371,Federal,,90110,Bureau of Ocean Energy Management,1511,,SSMANIFO
-10098894.1757,3229780.2871,Federal,,90111,Bureau of Ocean Energy Management,1512,,SSMANIFO
-10100042.2662,3218382.3544,Federal,,90112,Bureau of Ocean Energy Management,1513,,SSMANIFO
-10049968.0707,3211035.2389,Federal,,90118,Bureau of Ocean Energy Management,1514,,SSMANIFO
-10058991.7184,3186316.4882,Federal,,90120,Bureau of Ocean Energy Management,1515,,SSMANIFO
-9822201.5153,3348185.2275,Federal,,90121,Bureau of Ocean Energy Management,1516,,SSMANIFO
-9822201.5153,3348185.2275,Federal,,90122,Bureau of Ocean Energy Management,1517,,UTA
-9877343.384,3283857.5687,Federal,,90135,Bureau of Ocean Energy Management,1518,,SSMANIFO
-10009983.077,3280402.4038,Federal,,90136,Bureau of Ocean Energy Management,1519,,SSMANIFO
-9858297.3513,3276264.2579,Federal,,90137,Bureau of Ocean Energy Management,1520,,P41W Manifold
-9908544.373,3256184.9414,Federal,,90139,Bureau of Ocean Energy Management,1521,,SSMANIFO
-9956848.5219,3253745.7391,Federal,,90140,Bureau of Ocean Energy Management,1522,,SSMANIFO
-10468226.531,3400597.3663,Federal,,1464,Bureau of Ocean Energy Management,1523,,A
-10366256.4171,3454620.9488,Federal,,1478,Bureau of Ocean Energy Management,1524,,31
-10263161.047,3308602.8001,Federal,,1486,Bureau of Ocean Energy Management,1525,,B
-9897639.7817,3367692.196,Federal,,1482,Bureau of Ocean Energy Management,1526,,B SIMBA
-10284634.7268,3376829.4593,Federal,,1450,Bureau of Ocean Energy Management,1527,,1
-10248312.8355,3431880.8574,Federal,,21411,Bureau of Ocean Energy Management,1528,,A-Flare
-10038096.2236,3367864.408,Federal,,1490,Bureau of Ocean Energy Management,1529,,B
-10263957.4407,3148998.81,Federal,,1218,Bureau of Ocean Energy Management,1530,,A-Magnolia TLP
-10240628.1313,3425890.7936,Federal,,1454,Bureau of Ocean Energy Management,1531,,221
-10067858.1243,3201790.6121,Federal,,1290,Bureau of Ocean Energy Management,1532,,A-Front Runner
-10139911.5399,3326997.9782,Federal,,1529,Bureau of Ocean Energy Management,1533,,K
-10044100.9851,3269372.3412,Federal,,1500,Bureau of Ocean Energy Management,1534,,A (Tarantula)
-10107075.4569,3262173.599,Federal,,23212,Bureau of Ocean Energy Management,1535,,B
-10435029.5721,3308538.9314,Federal,,25002,Bureau of Ocean Energy Management,1536,,B-CMP
-10435103.7823,3308430.7231,Federal,,25002,Bureau of Ocean Energy Management,1537,,C-QTRS
-10435046.8783,3308539.714,Federal,,25002,Bureau of Ocean Energy Management,1538,,FLR BRG 1
-10435064.1857,3308540.4966,Federal,,25002,Bureau of Ocean Energy Management,1539,,FLR BRG 2
-10321090.2876,3419889.9759,Federal,,1525,Bureau of Ocean Energy Management,1540,,8
-10386484.5525,3455766.2067,Federal,,1544,Bureau of Ocean Energy Management,1541,,A
-10317671.9819,3421002.1679,Federal,,1526,Bureau of Ocean Energy Management,1542,,4
-9869969.5956,3447117.9305,Federal,,1505,Bureau of Ocean Energy Management,1543,,7
-10467176.9651,3399790.4493,Federal,,1542,Bureau of Ocean Energy Management,1544,,B
-10103804.1124,3137435.6269,Federal,,2597,Bureau of Ocean Energy Management,1545,,A (Heidelberg)
-10201875.0151,3314932.0284,Federal,,524,Bureau of Ocean Energy Management,1546,,B
-10119619.4052,3351240.5448,Federal,,1624,Bureau of Ocean Energy Management,1547,,24
-10048671.5191,3147060.9763,Federal,,1215,Bureau of Ocean Energy Management,1548,,A(MAD DOG SPAR)
-10078368.3284,3163697.6341,Federal,,1035,Bureau of Ocean Energy Management,1549,,A(HOLSTEIN SPAR
-10282638.4926,3386179.3809,Federal,,1584,Bureau of Ocean Energy Management,1550,,A
-10037198.5161,3367575.0708,Federal,,1588,Bureau of Ocean Energy Management,1551,,C
-10198802.8165,3399889.7896,Federal,,21820,Bureau of Ocean Energy Management,1552,,A-Aux
-10299477.5526,3364184.7735,Federal,,1600,Bureau of Ocean Energy Management,1553,,B
-10399973.1866,3447108.5042,Federal,,1531,Bureau of Ocean Energy Management,1554,,B
-9976293.1823,3395299.5444,Federal,,1602,Bureau of Ocean Energy Management,1555,,CC
-10387944.3559,3427913.923,Federal,,1563,Bureau of Ocean Energy Management,1556,,8
-9813800.3203,3471029.2819,Federal,,257,Bureau of Ocean Energy Management,1557,,A-Aux.
-10405258.076,3446790.1674,Federal,,1627,Bureau of Ocean Energy Management,1558,,A
-10412823.8601,3465417.0467,Federal,,1641,Bureau of Ocean Energy Management,1559,,1
-9885735.4458,3465917.8871,Federal,,1551,Bureau of Ocean Energy Management,1560,,3
-10415674.5793,3458240.3764,Federal,,1639,Bureau of Ocean Energy Management,1561,,2
-9977347.7243,3398684.629,Federal,,1628,Bureau of Ocean Energy Management,1562,,BB
-10339224.9664,3305099.0813,Federal,,1649,Bureau of Ocean Energy Management,1563,,D
-9851284.1197,3273059.3307,Federal,,1101,Bureau of Ocean Energy Management,1564,,A(Thunder Horse
-10531620.0966,3392470.4359,Federal,,1620,Bureau of Ocean Energy Management,1565,,1
-10054677.2205,3368975.4149,Federal,,1630,Bureau of Ocean Energy Management,1566,,1
-10067064.8775,3367338.647,Federal,,1646,Bureau of Ocean Energy Management,1567,,7
-10468026.8755,3419742.5941,Federal,,1647,Bureau of Ocean Energy Management,1568,,
-10469433.2085,3399146.4513,Federal,,1621,Bureau of Ocean Energy Management,1569,,C
-10459912.7399,3414033.7299,Federal,,1648,Bureau of Ocean Energy Management,1570,,Never Installed
-10411788.7933,3465832.5581,Federal,,1653,Bureau of Ocean Energy Management,1571,,2
-10247217.4602,3430476.488,Federal,,1659,Bureau of Ocean Energy Management,1572,,223
-10242653.719,3279633.6902,Federal,,1663,Bureau of Ocean Energy Management,1573,,B
-10049741.3888,3377769.2674,Federal,,21935,Bureau of Ocean Energy Management,1574,,DA-Aux
-10396056.8971,3460954.4589,Federal,,1673,Bureau of Ocean Energy Management,1575,,5
-10065382.5974,3368760.4845,Federal,,1679,Bureau of Ocean Energy Management,1576,,K
-10124148.2559,3355545.1457,Federal,,23908,Bureau of Ocean Energy Management,1577,,A-AUX
-10401114.0866,3462943.1438,Federal,,1672,Bureau of Ocean Energy Management,1578,,4
-10531610.2479,3392472.5182,Federal,,1620,Bureau of Ocean Energy Management,1579,,2
-10197216.8111,3404599.8809,Federal,,1702,Bureau of Ocean Energy Management,1580,,G
-10261315.641,3413315.6347,Federal,,1711,Bureau of Ocean Energy Management,1581,,1
-10398885.8842,3427682.3785,Federal,,1717,Bureau of Ocean Energy Management,1582,,I (4)
-10170168.8668,3367201.182,Federal,,1713,Bureau of Ocean Energy Management,1583,,A
-9985568.557,3338993.6284,Federal,,1685,Bureau of Ocean Energy Management,1584,,F
-10494189.2678,3391719.9166,Federal,,1680,Bureau of Ocean Energy Management,1585,,3
-10064268.3891,3309919.9796,Federal,,1720,Bureau of Ocean Energy Management,1586,,CB
-10430787.5649,3416146.3102,Federal,,1748,Bureau of Ocean Energy Management,1587,,A
-10036495.6854,3366742.3764,Federal,,1755,Bureau of Ocean Energy Management,1588,,E
-10412847.1263,3465404.9625,Federal,,1641,Bureau of Ocean Energy Management,1589,,G
-10101236.5319,3346379.5203,Federal,,1745,Bureau of Ocean Energy Management,1590,,B
-10221904.1814,3276079.715,Federal,,1762,Bureau of Ocean Energy Management,1591,,D
-10126521.0623,3160061.7805,Federal,,1665,Bureau of Ocean Energy Management,1592,,A (Constitution
-10247325.4791,3431759.1421,Federal,,1778,Bureau of Ocean Energy Management,1593,,225
-10131220.1886,3321150.1544,Federal,,1822,Bureau of Ocean Energy Management,1594,,M
-10036560.4644,3367284.1487,Federal,,1837,Bureau of Ocean Energy Management,1595,,F
-10217388.0705,3423605.6889,Federal,,1816,Bureau of Ocean Energy Management,1596,,D
-10071544.248,3359513.8852,Federal,,1824,Bureau of Ocean Energy Management,1597,,CJ
-9988885.2721,3376149.225,Federal,,1795,Bureau of Ocean Energy Management,1598,,C
-10182978.7865,3303043.5969,Federal,,1808,Bureau of Ocean Energy Management,1599,,K
-10449522.356,3261029.4506,Federal,,1812,Bureau of Ocean Energy Management,1600,,B
-10155531.1852,3342771.0439,Federal,,22327,Bureau of Ocean Energy Management,1601,,J
-10045714.3145,3374644.1311,Federal,,1867,Bureau of Ocean Energy Management,1602,,GB
-10531596.3093,3392471.992,Federal,,1620,Bureau of Ocean Energy Management,1603,,B
-10178363.8127,3281230.2594,Federal,,1855,Bureau of Ocean Energy Management,1604,,B
-10138068.9786,3313333.2199,Federal,,1833,Bureau of Ocean Energy Management,1605,,E
-9996328.4991,3352432.517,Federal,,1866,Bureau of Ocean Energy Management,1606,,H
-10371674.2521,3453395.9913,Federal,,1296,Bureau of Ocean Energy Management,1607,,3
-9984748.1523,3379524.7504,Federal,,1856,Bureau of Ocean Energy Management,1608,,E
-10046284.4977,3374992.553,Federal,,1911,Bureau of Ocean Energy Management,1609,,GC
-10259739.0796,3417863.9136,Federal,,1882,Bureau of Ocean Energy Management,1610,,C
-10047445.969,3378546.6894,Federal,,20978,Bureau of Ocean Energy Management,1611,,DB
-10038084.2833,3367807.269,Federal,,1490,Bureau of Ocean Energy Management,1612,,B PROD
-10750787.0616,3254284.1938,Federal,,1958,Bureau of Ocean Energy Management,1613,,3
-10674176.0824,3298309.477,Federal,,1835,Bureau of Ocean Energy Management,1614,,5
-10750865.7156,3253281.4972,Federal,,1950,Bureau of Ocean Energy Management,1615,,2
-10407859.753,3254472.7104,Federal,,1917,Bureau of Ocean Energy Management,1616,,C
-10129485.2753,3257397.1508,Federal,,1942,Bureau of Ocean Energy Management,1617,,A
-10785075.5528,3018506.8824,Federal,,1852,Bureau of Ocean Energy Management,1618,,B
-10124778.6224,3372272.4626,Federal,,1939,Bureau of Ocean Energy Management,1619,,33
-10356983.6607,3461603.9014,Federal,,1895,Bureau of Ocean Energy Management,1620,,N
-10751674.019,3252404.3658,Federal,,1976,Bureau of Ocean Energy Management,1621,,4
-10264347.2952,3412093.0937,Federal,,1946,Bureau of Ocean Energy Management,1622,,1
-10049741.3888,3377769.2674,Federal,,1977,Bureau of Ocean Energy Management,1623,,136
-10215661.6752,3424589.0259,Federal,,2003,Bureau of Ocean Energy Management,1624,,E
-10172129.4353,3335045.9504,Federal,,1983,Bureau of Ocean Energy Management,1625,,B
-10781818.8824,3058228.5665,Federal,,1878,Bureau of Ocean Energy Management,1626,,B
-10021761.8353,3147948.0472,Federal,,1223,Bureau of Ocean Energy Management,1627,,A (Atlantis)
-10292696.8623,3321991.4993,Federal,,21037,Bureau of Ocean Energy Management,1628,,G
-10047715.3307,3331863.8349,Federal,,1979,Bureau of Ocean Energy Management,1629,,Z
-10263148.9765,3308609.856,Federal,,1486,Bureau of Ocean Energy Management,1630,,C
-10247356.9534,3431758.9444,Federal,,1890,Bureau of Ocean Energy Management,1631,,227
-10748177.8696,3256756.5025,Federal,,1985,Bureau of Ocean Energy Management,1632,,7
-10162145.6272,3371846.5554,Federal,,2019,Bureau of Ocean Energy Management,1633,,3
-10062672.9877,3356942.9688,Federal,,2014,Bureau of Ocean Energy Management,1634,,J
-10062233.1737,3358131.5421,Federal,,1884,Bureau of Ocean Energy Management,1635,,I
-10317721.0663,3270954.7896,Federal,,1991,Bureau of Ocean Energy Management,1636,,B
-10235592.6417,3349746.2302,Federal,,2024,Bureau of Ocean Energy Management,1637,,F
-9996993.874,3369347.2956,Federal,,2035,Bureau of Ocean Energy Management,1638,,FF
-10092129.4002,3371626.5258,Federal,,1984,Bureau of Ocean Energy Management,1639,,10
-10358291.0845,3460999.3934,Federal,,1995,Bureau of Ocean Energy Management,1640,,O
-10222520.0408,3285677.4872,Federal,,2029,Bureau of Ocean Energy Management,1641,,D
-10020862.9604,3370501.9995,Federal,,2006,Bureau of Ocean Energy Management,1642,,O
-10354429.8115,3462690.7748,Federal,,1955,Bureau of Ocean Energy Management,1643,,C
-10100433.2711,3347014.0361,Federal,,2018,Bureau of Ocean Energy Management,1644,,C
